"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Coshocton County, OH"	"39031"	"2013"	"2013"	Suppressed	36760	Suppressed	Suppressed
	"Coshocton County, OH"	"39031"	"2014"	"2014"	Suppressed	36516	Suppressed	Suppressed
	"Coshocton County, OH"	"39031"	"2015"	"2015"	Suppressed	36569	Suppressed	Suppressed
	"Coshocton County, OH"	"39031"	"2016"	"2016"	Suppressed	36602	Suppressed	Suppressed
	"Coshocton County, OH"	"39031"	"2017"	"2017"	Suppressed	36544	Suppressed	Suppressed
	"Coshocton County, OH"	"39031"	"2018"	"2018"	Suppressed	36629	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"1999"	"1999"	Suppressed	47156	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2000"	"2000"	Suppressed	46966	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2001"	"2001"	Suppressed	46533	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2002"	"2002"	Suppressed	46271	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2003"	"2003"	Suppressed	45928	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2004"	"2004"	Suppressed	45776	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2005"	"2005"	11	45536	Unreliable	Unreliable
	"Crawford County, OH"	"39033"	"2006"	"2006"	Suppressed	44907	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2007"	"2007"	13	44634	Unreliable	Unreliable
	"Crawford County, OH"	"39033"	"2008"	"2008"	Suppressed	44291	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2009"	"2009"	Suppressed	43921	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2010"	"2010"	Suppressed	43784	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2011"	"2011"	Suppressed	43389	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2012"	"2012"	Suppressed	42849	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2013"	"2013"	Suppressed	42808	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2014"	"2014"	Suppressed	42480	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2015"	"2015"	13	42306	Unreliable	Unreliable
	"Crawford County, OH"	"39033"	"2016"	"2016"	Suppressed	42083	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	"2017"	"2017"	22	41746	52.7	60.2
	"Crawford County, OH"	"39033"	"2018"	"2018"	13	41550	Unreliable	Unreliable
	"Cuyahoga County, OH"	"39035"	"1999"	"1999"	77	1399752	5.5	5.6
	"Cuyahoga County, OH"	"39035"	"2000"	"2000"	110	1393978	7.9	8.0
	"Cuyahoga County, OH"	"39035"	"2001"	"2001"	141	1382520	10.2	10.2
	"Cuyahoga County, OH"	"39035"	"2002"	"2002"	128	1371493	9.3	9.4
	"Cuyahoga County, OH"	"39035"	"2003"	"2003"	103	1359929	7.6	7.6
	"Cuyahoga County, OH"	"39035"	"2004"	"2004"	152	1346714	11.3	11.2
	"Cuyahoga County, OH"	"39035"	"2005"	"2005"	154	1330612	11.6	11.3
	"Cuyahoga County, OH"	"39035"	"2006"	"2006"	188	1312816	14.3	14.0
	"Cuyahoga County, OH"	"39035"	"2007"	"2007"	163	1301540	12.5	12.1
	"Cuyahoga County, OH"	"39035"	"2008"	"2008"	183	1291479	14.2	13.5
	"Cuyahoga County, OH"	"39035"	"2009"	"2009"	146	1285082	11.4	10.9
	"Cuyahoga County, OH"	"39035"	"2010"	"2010"	191	1280122	14.9	14.3
	"Cuyahoga County, OH"	"39035"	"2011"	"2011"	238	1270294	18.7	18.1
	"Cuyahoga County, OH"	"39035"	"2012"	"2012"	252	1265111	19.9	19.6
	"Cuyahoga County, OH"	"39035"	"2013"	"2013"	286	1263154	22.6	22.2
	"Cuyahoga County, OH"	"39035"	"2014"	"2014"	290	1259828	23.0	23.1
	"Cuyahoga County, OH"	"39035"	"2015"	"2015"	306	1255921	24.4	24.2
	"Cuyahoga County, OH"	"39035"	"2016"	"2016"	576	1249352	46.1	46.7
	"Cuyahoga County, OH"	"39035"	"2017"	"2017"	630	1248514	50.5	50.2
	"Cuyahoga County, OH"	"39035"	"2018"	"2018"	478	1243857	38.4	38.1
	"Darke County, OH"	"39037"	"1999"	"1999"	Suppressed	53375	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2000"	"2000"	Suppressed	53309	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2001"	"2001"	Suppressed	53110	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2002"	"2002"	Suppressed	53011	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2003"	"2003"	Suppressed	53190	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2004"	"2004"	Suppressed	53236	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2005"	"2005"	Suppressed	53200	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2006"	"2006"	Suppressed	53023	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2007"	"2007"	Suppressed	52996	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2008"	"2008"	12	52909	Unreliable	Unreliable
	"Darke County, OH"	"39037"	"2009"	"2009"	Suppressed	52829	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2010"	"2010"	Suppressed	52959	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2011"	"2011"	Suppressed	52809	Suppressed	Suppressed
	"Darke County, OH"	"39037"	"2012"	"2012"	10	52507	Unreliable	Unreliable
	"Darke County, OH"	"39037"	"2013"	"2013"	11	52376	Unreliable	Unreliable
	"Darke County, OH"	"39037"	"2014"	"2014"	13	52196	Unreliable	Unreliable
	"Darke County, OH"	"39037"	"2015"	"2015"	16	52076	Unreliable	Unreliable
	"Darke County, OH"	"39037"	"2016"	"2016"	22	51778	42.5	51.9
	"Darke County, OH"	"39037"	"2017"	"2017"	29	51536	56.3	63.6
	"Darke County, OH"	"39037"	"2018"	"2018"	19	51323	Unreliable	Unreliable
	"Defiance County, OH"	"39039"	"1999"	"1999"	Suppressed	39712	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2000"	"2000"	Suppressed	39500	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2001"	"2001"	Suppressed	39456	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2002"	"2002"	Suppressed	39303	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2003"	"2003"	Suppressed	39209	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2004"	"2004"	Suppressed	39115	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2005"	"2005"	Suppressed	39049	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2006"	"2006"	Suppressed	39154	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2007"	"2007"	Suppressed	39123	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2008"	"2008"	Suppressed	39250	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2009"	"2009"	Suppressed	39060	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2010"	"2010"	Suppressed	39037	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2011"	"2011"	Suppressed	38884	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2012"	"2012"	Suppressed	38677	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2013"	"2013"	Suppressed	38532	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2014"	"2014"	Suppressed	38510	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2015"	"2015"	Suppressed	38352	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2016"	"2016"	Suppressed	38158	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2017"	"2017"	Suppressed	38156	Suppressed	Suppressed
	"Defiance County, OH"	"39039"	"2018"	"2018"	Suppressed	38165	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"1999"	"1999"	Suppressed	105518	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2000"	"2000"	Suppressed	109989	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2001"	"2001"	Suppressed	118646	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2002"	"2002"	Suppressed	126172	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2003"	"2003"	Suppressed	133842	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2004"	"2004"	Suppressed	141348	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2005"	"2005"	Suppressed	149153	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2006"	"2006"	Suppressed	156164	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	"2007"	"2007"	12	161796	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2008"	"2008"	14	166652	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2009"	"2009"	14	170676	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2010"	"2010"	14	174214	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2011"	"2011"	15	178341	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2012"	"2012"	19	181061	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2013"	"2013"	16	184979	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2014"	"2014"	13	189113	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2015"	"2015"	18	193013	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2016"	"2016"	14	196463	Unreliable	Unreliable
	"Delaware County, OH"	"39041"	"2017"	"2017"	32	200464	16.0	16.3
	"Delaware County, OH"	"39041"	"2018"	"2018"	34	204826	16.6	16.4
	"Erie County, OH"	"39043"	"1999"	"1999"	Suppressed	79513	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2000"	"2000"	Suppressed	79551	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2001"	"2001"	Suppressed	79308	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2002"	"2002"	Suppressed	78762	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2003"	"2003"	Suppressed	78673	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2004"	"2004"	Suppressed	78596	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2005"	"2005"	Suppressed	78070	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2006"	"2006"	Suppressed	77876	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2007"	"2007"	Suppressed	77668	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2008"	"2008"	Suppressed	77573	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2009"	"2009"	Suppressed	77085	Suppressed	Suppressed
	"Erie County, OH"	"39043"	"2010"	"2010"	19	77079	Unreliable	Unreliable
	"Erie County, OH"	"39043"	"2011"	"2011"	12	76751	Unreliable	Unreliable
	"Erie County, OH"	"39043"	"2012"	"2012"	14	76398	Unreliable	Unreliable
	"Erie County, OH"	"39043"	"2013"	"2013"	19	76048	Unreliable	Unreliable
	"Erie County, OH"	"39043"	"2014"	"2014"	17	75828	Unreliable	Unreliable
	"Erie County, OH"	"39043"	"2015"	"2015"	25	75550	33.1	36.6
	"Erie County, OH"	"39043"	"2016"	"2016"	37	75107	49.3	52.9
	"Erie County, OH"	"39043"	"2017"	"2017"	34	74817	45.4	55.4
	"Erie County, OH"	"39043"	"2018"	"2018"	30	74615	40.2	51.6
	"Fairfield County, OH"	"39045"	"1999"	"1999"	Suppressed	121431	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	"2000"	"2000"	Suppressed	122759	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	"2001"	"2001"	Suppressed	126245	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	"2002"	"2002"	Suppressed	129355	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	"2003"	"2003"	Suppressed	132770	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	"2004"	"2004"	15	136074	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2005"	"2005"	11	138745	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2006"	"2006"	11	141005	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2007"	"2007"	16	142915	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2008"	"2008"	10	144029	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2009"	"2009"	16	145446	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2010"	"2010"	18	146156	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2011"	"2011"	17	147066	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2012"	"2012"	26	147474	17.6	17.9
	"Fairfield County, OH"	"39045"	"2013"	"2013"	22	148867	14.8	16.5
	"Fairfield County, OH"	"39045"	"2014"	"2014"	17	150381	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2015"	"2015"	18	151408	Unreliable	Unreliable
	"Fairfield County, OH"	"39045"	"2016"	"2016"	29	152597	19.0	20.0
	"Fairfield County, OH"	"39045"	"2017"	"2017"	52	154733	33.6	36.4
	"Fairfield County, OH"	"39045"	"2018"	"2018"	30	155782	19.3	20.9
	"Fayette County, OH"	"39047"	"1999"	"1999"	Suppressed	28420	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2000"	"2000"	Suppressed	28433	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2001"	"2001"	Suppressed	28310	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2002"	"2002"	Suppressed	28370	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2003"	"2003"	Suppressed	28450	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2004"	"2004"	Suppressed	28470	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2005"	"2005"	Suppressed	28695	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2006"	"2006"	Suppressed	28791	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2007"	"2007"	Suppressed	28908	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2008"	"2008"	Suppressed	28896	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2009"	"2009"	Suppressed	28929	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2010"	"2010"	Suppressed	29030	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2011"	"2011"	Suppressed	28985	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2012"	"2012"	Suppressed	28880	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2013"	"2013"	Suppressed	28800	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2014"	"2014"	14	28800	Unreliable	Unreliable
	"Fayette County, OH"	"39047"	"2015"	"2015"	16	28679	Unreliable	Unreliable
	"Fayette County, OH"	"39047"	"2016"	"2016"	Suppressed	28676	Suppressed	Suppressed
	"Fayette County, OH"	"39047"	"2017"	"2017"	30	28752	104.3	119.5
	"Fayette County, OH"	"39047"	"2018"	"2018"	Suppressed	28666	Suppressed	Suppressed
	"Franklin County, OH"	"39049"	"1999"	"1999"	57	1061223	5.4	5.5
	"Franklin County, OH"	"39049"	"2000"	"2000"	56	1068978	5.2	5.4
	"Franklin County, OH"	"39049"	"2001"	"2001"	72	1082938	6.6	6.6
	"Franklin County, OH"	"39049"	"2002"	"2002"	105	1088693	9.6	9.6
	"Franklin County, OH"	"39049"	"2003"	"2003"	82	1095250	7.5	7.5
	"Franklin County, OH"	"39049"	"2004"	"2004"	107	1099603	9.7	9.6
	"Franklin County, OH"	"39049"	"2005"	"2005"	160	1105497	14.5	14.0
	"Franklin County, OH"	"39049"	"2006"	"2006"	188	1115924	16.8	16.6
	"Franklin County, OH"	"39049"	"2007"	"2007"	216	1127174	19.2	18.8
	"Franklin County, OH"	"39049"	"2008"	"2008"	205	1141183	18.0	17.9
	"Franklin County, OH"	"39049"	"2009"	"2009"	135	1155408	11.7	11.5
	"Franklin County, OH"	"39049"	"2010"	"2010"	242	1163414	20.8	20.3
	"Franklin County, OH"	"39049"	"2011"	"2011"	250	1178799	21.2	20.7
	"Franklin County, OH"	"39049"	"2012"	"2012"	242	1195537	20.2	20.1
	"Franklin County, OH"	"39049"	"2013"	"2013"	228	1212263	18.8	18.5
	"Franklin County, OH"	"39049"	"2014"	"2014"	238	1231393	19.3	18.6
	"Franklin County, OH"	"39049"	"2015"	"2015"	322	1251722	25.7	24.7
	"Franklin County, OH"	"39049"	"2016"	"2016"	356	1264518	28.2	27.4
	"Franklin County, OH"	"39049"	"2017"	"2017"	469	1291981	36.3	35.3
	"Franklin County, OH"	"39049"	"2018"	"2018"	533	1310300	40.7	39.8
	"Fulton County, OH"	"39051"	"1999"	"1999"	Suppressed	41987	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2000"	"2000"	Suppressed	42084	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2001"	"2001"	Suppressed	42169	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2002"	"2002"	Suppressed	42275	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2003"	"2003"	Suppressed	42402	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2004"	"2004"	Suppressed	42777	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2005"	"2005"	Suppressed	42897	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2006"	"2006"	Suppressed	42785	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2007"	"2007"	Suppressed	42800	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2008"	"2008"	Suppressed	42780	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2009"	"2009"	Suppressed	42747	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2010"	"2010"	Suppressed	42698	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2011"	"2011"	Suppressed	42510	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2012"	"2012"	Suppressed	42513	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2013"	"2013"	Suppressed	42488	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2014"	"2014"	Suppressed	42580	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2015"	"2015"	Suppressed	42537	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2016"	"2016"	12	42514	Unreliable	Unreliable
	"Fulton County, OH"	"39051"	"2017"	"2017"	Suppressed	42289	Suppressed	Suppressed
	"Fulton County, OH"	"39051"	"2018"	"2018"	Suppressed	42276	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"1999"	"1999"	Suppressed	31156	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2000"	"2000"	Suppressed	31069	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2001"	"2001"	Suppressed	31017	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2002"	"2002"	Suppressed	31083	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2003"	"2003"	Suppressed	31095	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2004"	"2004"	Suppressed	31029	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2005"	"2005"	Suppressed	30993	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2006"	"2006"	Suppressed	30927	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2007"	"2007"	Suppressed	30977	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2008"	"2008"	Suppressed	30997	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2009"	"2009"	Suppressed	30857	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2010"	"2010"	Suppressed	30934	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2011"	"2011"	Suppressed	30970	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2012"	"2012"	Suppressed	30708	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2013"	"2013"	Suppressed	30621	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2014"	"2014"	Suppressed	30397	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	"2015"	"2015"	11	30142	Unreliable	Unreliable
	"Gallia County, OH"	"39053"	"2016"	"2016"	14	30015	Unreliable	Unreliable
	"Gallia County, OH"	"39053"	"2017"	"2017"	19	29973	Unreliable	Unreliable
	"Gallia County, OH"	"39053"	"2018"	"2018"	19	29979	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"1999"	"1999"	Suppressed	90085	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2000"	"2000"	Suppressed	90895	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2001"	"2001"	Suppressed	91429	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2002"	"2002"	12	91970	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"2003"	"2003"	Suppressed	93042	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2004"	"2004"	Suppressed	93218	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2005"	"2005"	Suppressed	93614	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2006"	"2006"	Suppressed	93839	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2007"	"2007"	Suppressed	93742	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2008"	"2008"	Suppressed	93583	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2009"	"2009"	Suppressed	93446	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2010"	"2010"	Suppressed	93389	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2011"	"2011"	15	93228	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"2012"	"2012"	Suppressed	93680	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	"2013"	"2013"	11	93972	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"2014"	"2014"	13	94295	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"2015"	"2015"	14	94102	Unreliable	Unreliable
	"Geauga County, OH"	"39055"	"2016"	"2016"	27	94060	28.7	38.6
	"Geauga County, OH"	"39055"	"2017"	"2017"	25	93918	26.6	31.5
	"Geauga County, OH"	"39055"	"2018"	"2018"	13	94031	Unreliable	Unreliable
	"Greene County, OH"	"39057"	"1999"	"1999"	10	147479	Unreliable	Unreliable
	"Greene County, OH"	"39057"	"2000"	"2000"	Suppressed	147886	Suppressed	Suppressed
	"Greene County, OH"	"39057"	"2001"	"2001"	Suppressed	149643	Suppressed	Suppressed
	"Greene County, OH"	"39057"	"2002"	"2002"	20	151537	13.2	13.4
	"Greene County, OH"	"39057"	"2003"	"2003"	19	153064	Unreliable	Unreliable
	"Greene County, OH"	"39057"	"2004"	"2004"	20	155442	12.9	13.6
	"Greene County, OH"	"39057"	"2005"	"2005"	23	156223	14.7	15.4
	"Greene County, OH"	"39057"	"2006"	"2006"	25	157850	15.8	16.5
	"Greene County, OH"	"39057"	"2007"	"2007"	22	159055	13.8	14.1
	"Greene County, OH"	"39057"	"2008"	"2008"	35	160115	21.9	23.2
	"Greene County, OH"	"39057"	"2009"	"2009"	21	161075	13.0	13.0
	"Greene County, OH"	"39057"	"2010"	"2010"	32	161573	19.8	21.2
	"Greene County, OH"	"39057"	"2011"	"2011"	27	162846	16.6	18.7
	"Greene County, OH"	"39057"	"2012"	"2012"	26	163587	15.9	17.9
	"Greene County, OH"	"39057"	"2013"	"2013"	29	163204	17.8	19.4
	"Greene County, OH"	"39057"	"2014"	"2014"	44	163820	26.9	27.4
	"Greene County, OH"	"39057"	"2015"	"2015"	49	164427	29.8	33.3
	"Greene County, OH"	"39057"	"2016"	"2016"	49	164765	29.7	31.8
	"Greene County, OH"	"39057"	"2017"	"2017"	71	166752	42.6	46.6
	"Greene County, OH"	"39057"	"2018"	"2018"	52	167995	31.0	34.7
	"Guernsey County, OH"	"39059"	"1999"	"1999"	Suppressed	40754	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2000"	"2000"	Suppressed	40792	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2001"	"2001"	Suppressed	40860	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2002"	"2002"	Suppressed	40991	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2003"	"2003"	Suppressed	41138	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2004"	"2004"	Suppressed	40965	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2005"	"2005"	Suppressed	40752	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2006"	"2006"	Suppressed	40600	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2007"	"2007"	Suppressed	40531	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2008"	"2008"	Suppressed	40347	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2009"	"2009"	Suppressed	40242	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2010"	"2010"	13	40087	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2011"	"2011"	Suppressed	39927	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2012"	"2012"	Suppressed	39817	Suppressed	Suppressed
	"Guernsey County, OH"	"39059"	"2013"	"2013"	10	39636	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2014"	"2014"	13	39590	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2015"	"2015"	15	39258	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2016"	"2016"	14	39063	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2017"	"2017"	14	39093	Unreliable	Unreliable
	"Guernsey County, OH"	"39059"	"2018"	"2018"	Suppressed	39022	Suppressed	Suppressed
	"Hamilton County, OH"	"39061"	"1999"	"1999"	52	849917	6.1	6.2
	"Hamilton County, OH"	"39061"	"2000"	"2000"	56	845303	6.6	6.7
	"Hamilton County, OH"	"39061"	"2001"	"2001"	71	840335	8.4	8.5
	"Hamilton County, OH"	"39061"	"2002"	"2002"	88	832390	10.6	10.6
	"Hamilton County, OH"	"39061"	"2003"	"2003"	82	825139	9.9	10.0
	"Hamilton County, OH"	"39061"	"2004"	"2004"	104	817306	12.7	12.5
	"Hamilton County, OH"	"39061"	"2005"	"2005"	113	810352	13.9	13.7
	"Hamilton County, OH"	"39061"	"2006"	"2006"	128	804913	15.9	15.9
	"Hamilton County, OH"	"39061"	"2007"	"2007"	118	801815	14.7	14.5
	"Hamilton County, OH"	"39061"	"2008"	"2008"	133	799840	16.6	16.5
	"Hamilton County, OH"	"39061"	"2009"	"2009"	91	802149	11.3	11.5
	"Hamilton County, OH"	"39061"	"2010"	"2010"	132	802374	16.5	16.3
	"Hamilton County, OH"	"39061"	"2011"	"2011"	185	800362	23.1	23.5
	"Hamilton County, OH"	"39061"	"2012"	"2012"	186	802038	23.2	23.9
	"Hamilton County, OH"	"39061"	"2013"	"2013"	246	804520	30.6	30.5
	"Hamilton County, OH"	"39061"	"2014"	"2014"	264	806631	32.7	34.1
	"Hamilton County, OH"	"39061"	"2015"	"2015"	363	807598	44.9	46.2
	"Hamilton County, OH"	"39061"	"2016"	"2016"	342	809099	42.3	43.4
	"Hamilton County, OH"	"39061"	"2017"	"2017"	468	813822	57.5	59.2
	"Hamilton County, OH"	"39061"	"2018"	"2018"	386	816684	47.3	48.6
	"Hancock County, OH"	"39063"	"1999"	"1999"	Suppressed	71019	Suppressed	Suppressed
	"Hancock County, OH"	"39063"	"2000"	"2000"	Suppressed	71295	Suppressed	Suppressed
